Total itemsets found: 2086
Elapsed time: 3009ms
[21] - 784.9200000000006
[22] - 805.0400000000008
[44] - 834.740000000001
[125] - 857.2100000000006
[94, 53] - 689.4254999999996
[36, 53] - 693.7727999999994
[90, 53] - 697.5183999999995
[110, 102] - 725.5379999999996
[102, 29] - 726.8570000000004
[102, 70] - 729.3798999999996
[66, 102] - 731.9170000000004
[55, 102] - 725.2176999999995
[57, 102] - 728.9662
[2, 102] - 731.7608999999985
[24, 102] - 725.3585999999991
[102, 41] - 723.2547999999995
[102, 38] - 728.6277000000002
[102, 97] - 725.7515999999995
[102, 94] - 732.2725000000002
[36, 102] - 726.0604000000001
[102, 90] - 725.0941999999992
[88, 60] - 772.7486
[79, 60] - 770.3571000000004
[60, 97] - 768.8288000000006
[60, 94] - 766.8702999999998
[36, 60] - 768.1294999999997
[90, 60] - 763.7903999999997
[88, 119] - 770.7029000000014
[79, 119] - 775.2610999999998
[119, 97] - 686.1768999999998
[119, 94] - 772.7680999999999
[36, 119] - 775.5482000000003
[90, 119] - 775.397
[56, 20] - 804.742999999999
[38, 20] - 826.8418
[97, 20] - 808.1379999999996
[94, 20] - 838.898699999999
[36, 20] - 839.8923999999994
[90, 20] - 850.2203000000007
[50, 41] - 771.4913999999992
[50, 97] - 823.6581999999994
[94, 50] - 875.5846999999984
[36, 50] - 882.6211999999994
[90, 50] - 880.1351999999995
[122, 39] - 733.2677000000016
[39, 31] - 794.932299999998
[1, 39] - 836.0715999999987
[88, 39] - 854.6797999999983
[79, 39] - 892.5987000000008
[24, 39] - 847.0005000000007
[39, 41] - 734.1479
[39, 97] - 735.3602999999997
[39, 94] - 891.2456999999991
[36, 39] - 890.2046999999995
[39, 90] - 892.7048000000003
[110, 29] - 887.977899999999
[110, 70] - 726.4951999999995
[66, 110] - 728.8280999999989
[55, 110] - 753.0132999999987
[110, 57] - 885.422999999999
[110, 2] - 893.1761999999995
[110, 24] - 750.1888999999999
[110, 41] - 879.6183
[12, 36, 90, 97] - 694.3385101000018
[12, 36, 90, 94] - 790.5000305599998
[100, 31] - 752.9726999999987
[100, 2, 120] - 732.9784029999998
[56, 100, 2] - 730.0490570000019
[100, 24, 2] - 745.2108499999988
[100, 2, 38] - 730.788957
[100, 2, 97] - 743.3982739999989
[100, 2, 94] - 735.6181410000012
[100, 2, 36] - 740.758218
[100, 2, 90] - 741.8561690000006
[56, 100, 120] - 725.1048869999987
[100, 24, 120] - 766.8490110000013
[100, 38, 120] - 726.842546
[100, 97, 120] - 767.9704190000011
[100, 94, 120] - 763.6885189999987
[100, 36, 120] - 762.8925450000003
[100, 90, 120] - 762.7236040000001
[1, 100] - 731.1177999999999
[88, 56, 100] - 797.0742140000001
[88, 100, 24] - 800.5380669999984
[88, 100, 97] - 801.0747040000001
[88, 100, 94] - 836.0794329999998
[88, 100, 36] - 837.6564340000009
[88, 100, 90] - 832.6883339999989
[56, 100, 79] - 796.8579320000002
[100, 24, 79] - 846.191750000001
[100, 79, 97] - 840.4775719999999
[100, 79, 94] - 880.4918170000028
[100, 79, 36] - 880.006798999999
[100, 79, 90] - 870.7099270000001
[100, 56, 24, 97] - 879.4656869000003
[100, 56, 24, 94] - 876.8157861100003
[100, 56, 24, 36] - 874.9647494499993
[100, 56, 24, 90] - 872.6337552400004
[100, 56, 38] - 721.8999930000006
[100, 56, 94, 97] - 874.4057720300003
[100, 56, 36, 97] - 873.7429713799993
[100, 56, 90, 97] - 871.2007304799998
[100, 56, 36, 94] - 869.2826254100007
[100, 56, 90, 94] - 868.0882703899998
[100, 56, 36, 90] - 866.3062008899994
[100, 24, 38] - 732.7576380000004
[100, 24, 36, 94, 97] - 682.1641612235974
[100, 24, 90, 94, 97] - 682.3576538128999
[100, 24, 36, 90, 97] - 680.4907931995002
[100, 24, 36, 90, 94] - 676.4058290119991
[100, 36, 71] - 673.2924220000012
[67, 100] - 898.6327999999975
[100, 41] - 686.7819999999986
[100, 38, 97] - 734.9584970000013
[100, 38, 94] - 807.1608049999995
[100, 36, 38] - 812.1227700000002
[100, 38, 90] - 810.1888740000005
[100, 36, 90, 94, 97] - 675.0891011890994
[11, 128] - 839.2914
[6, 128] - 763.6936999999991
[23, 57, 128] - 771.6321889999989
[23, 128, 31] - 731.1113649999992
[23, 104, 128] - 771.8937119999996
[1, 23, 128] - 765.7665910000006
[56, 23, 128] - 768.8051830000004
[23, 128, 71] - 775.2741649999991
[67, 23, 128] - 771.042914000003
[23, 128, 41] - 738.1439170000001
[23, 38, 128] - 727.4985949999997
[23, 128, 97] - 769.603783000001
[23, 128, 94] - 770.7546460000008
[23, 36, 128] - 776.7673989999981
[23, 90, 128] - 772.5367369999996
[57, 128, 31] - 732.7343009999995
[57, 104, 128] - 858.0565789999997
[1, 57, 128] - 769.1049399999997
[56, 57, 128] - 770.9767330000009
[57, 128, 71] - 856.4438240000019
[67, 57, 128] - 857.4437300000006
[57, 38, 128, 41] - 686.4672012800007
[57, 128, 41, 97] - 684.9062637400006
[57, 128, 94, 41] - 687.4695748899995
[57, 36, 128, 41] - 690.8638170799996
[57, 90, 128, 41] - 686.1289835500003
[57, 38, 128, 97] - 710.6948066599991
[57, 38, 128, 94] - 711.706846320001
[57, 36, 38, 128] - 716.9108980600012
[57, 38, 90, 128] - 711.1909585700015
[57, 128, 94, 97] - 775.5684097600008
[57, 36, 128, 97] - 780.7296272300005
[57, 90, 128, 97] - 776.5382615000003
[57, 36, 128, 94] - 780.9869109900005
[57, 90, 128, 94] - 777.3196278099988
[57, 36, 90, 128] - 783.2916866200026
[104, 128, 31] - 734.00557
[1, 128, 31] - 747.2104329999997
[56, 128, 31] - 727.7266089999999
[128, 71, 31] - 732.7538560000004
[67, 128, 31] - 751.4230629999997
[128, 41, 31] - 741.2938360000002
[38, 128, 31] - 763.8254590000006
[128, 97, 31] - 762.6597959999999
[128, 94, 31] - 766.5395039999993
[36, 128, 31] - 773.2976550000004
[90, 128, 31] - 770.4920189999984
[5, 128] - 887.0258999999999
[2, 128] - 718.8497999999998
[1, 104, 128] - 768.5248410000012
[56, 104, 128] - 769.8439149999989
[104, 128, 71] - 856.5301030000004
[67, 104, 128] - 856.5738640000009
[104, 128, 41] - 741.6589190000007
[38, 104, 128] - 773.1942349999999
[104, 128, 97] - 858.3707569999981
[104, 128, 94] - 854.2998589999993
[36, 104, 128] - 865.5607420000001
[104, 90, 128] - 862.8459819999989
[38, 128, 120] - 733.5478899999979
[128, 97, 120] - 798.373039999998
[128, 94, 120] - 799.7412410000004
[36, 128, 120] - 799.8516280000002
[90, 128, 120] - 801.6857769999989
[56, 1, 128] - 763.9767579999994
[1, 128, 71] - 769.6415320000017
[67, 1, 128] - 785.9169550000008
[1, 128, 41] - 732.9222709999996
[1, 38, 128] - 744.3190580000002
[1, 128, 97] - 786.5882670000008
[1, 128, 94] - 788.5911640000011
[1, 36, 128] - 798.4432920000005
[1, 90, 128] - 792.3483729999988
[88, 128] - 675.4373
[79, 128] - 690.9277999999993
[56, 36, 128, 71] - 673.7238882499996
[56, 67, 36, 128] - 673.9188880900005
[56, 128, 41] - 734.9092990000001
[56, 38, 128, 97] - 727.1308603199994
[56, 38, 128, 94] - 724.0524795199976
[56, 36, 38, 128] - 729.7079819199997
[56, 38, 90, 128] - 725.6392957400004
[56, 128, 94, 97] - 761.9422126200011
[56, 36, 128, 97] - 766.8124723300015
[56, 90, 128, 97] - 762.2450858299991
[56, 36, 128, 94] - 764.7420482199992
[56, 90, 128, 94] - 761.2594553700006
[56, 36, 90, 128] - 765.7764662100021
[24, 128] - 749.0191999999985
[67, 128, 71, 97] - 690.2312633499998
[67, 128, 71, 94] - 683.8291221799994
[67, 36, 128, 71] - 690.4203219099998
[67, 90, 128, 71] - 688.6166069199993
[128, 71, 41] - 739.6599949999991
[38, 128, 71] - 887.2974450000011
[128, 71, 94, 97] - 730.4994592500007
[36, 128, 71, 97] - 738.0312349300007
[90, 128, 71, 97] - 737.083041020001
[36, 128, 71, 94] - 729.7496680900013
[90, 128, 71, 94] - 729.448901540001
[36, 90, 128, 71] - 737.2162644500024
[67, 128, 41] - 740.0935869999992
[67, 38, 128, 97] - 684.0135591000022
[67, 38, 128, 94] - 679.1951323000001
[67, 36, 38, 128] - 686.3228399100024
[67, 38, 90, 128] - 682.6001366700002
[67, 128, 94, 97] - 747.1879246700012
[67, 36, 128, 97] - 754.9564739900019
[67, 90, 128, 97] - 751.6084965699981
[67, 36, 128, 94] - 749.3478693300007
[67, 90, 128, 94] - 746.3785381100026
[67, 36, 90, 128] - 754.6138439599996
[38, 128, 41, 97] - 684.6910625000002
[38, 128, 94, 41] - 702.6535924599993
[36, 38, 128, 41] - 700.3900564100007
[38, 90, 128, 41] - 702.5612999900007
[128, 94, 41, 97] - 684.8884105899998
[36, 128, 41, 97] - 689.9539547899996
[90, 128, 41, 97] - 684.3046595199999
[36, 128, 94, 41] - 701.0466352300001
[90, 128, 94, 41] - 703.9161181499989
[36, 90, 128, 41] - 701.6811090200006
[36, 38, 128, 94, 97] - 690.6940664196022
[38, 90, 128, 94, 97] - 686.7590166482007
[36, 38, 90, 128, 97] - 691.8344171667011
[36, 38, 90, 128, 94] - 699.430626023601
[36, 90, 128, 94, 97] - 741.0397855453015
[11, 6] - 745.6112999999998
[11, 67, 23] - 678.6333130000005
[11, 23, 38] - 674.2898419999996
[11, 23, 36] - 682.7829989999993
[11, 23, 90] - 673.9177770000006
[55, 11] - 857.9790999999989
[11, 57, 94] - 683.9093950000006
[11, 57, 36] - 688.5711460000009
[11, 57, 90] - 683.4002850000011
[11, 5] - 809.3689
[11, 2, 38] - 734.3335809999996
[11, 2, 97] - 704.9075000000008
[11, 2, 94] - 736.7151630000001
[11, 2, 36] - 730.5453430000006
[11, 2, 90] - 738.4852249999992
[11, 104] - 859.6557999999984
[11, 38, 120] - 744.084279
[11, 97, 120] - 742.0603380000002
[11, 94, 120] - 759.3532909999998
[11, 36, 120] - 763.7848969999978
[11, 90, 120] - 758.0791440000002
[11, 1] - 854.8453000000004
[88, 11] - 817.4198999999999
[11, 79] - 846.2415999999985
[11, 56, 38] - 733.3617460000003
[11, 56, 97] - 735.4538530000002
[11, 56, 94] - 731.859798000001
[11, 56, 36] - 739.7059159999995
[11, 56, 90] - 731.6052209999997
[11, 24, 38] - 685.4294950000002
[11, 24, 97] - 680.0446470000006
[11, 24, 94] - 702.1404050000002
[11, 24, 36] - 693.6626920000003
[11, 24, 90] - 703.0181770000011
[11, 67, 71] - 689.8964220000012
[11, 38, 71] - 773.5560459999994
[11, 71, 97] - 719.2792059999999
[11, 71, 94] - 774.7949159999993
[11, 36, 71] - 790.9727160000001
[11, 90, 71] - 780.2270659999989
[11, 67, 38] - 877.5779509999994
[11, 67, 97] - 822.8351510000007
[11, 67, 94] - 881.7441299999978
[11, 67, 36] - 895.3801720000001
[11, 67, 90] - 888.2341720000011
[11, 38, 94, 41] - 686.9277013199978
[11, 36, 38, 41] - 686.8093969600009
[11, 38, 90, 41] - 689.050331070001
[11, 41, 97] - 823.5738640000023
[11, 36, 94, 41] - 683.2368561000017
[11, 90, 94, 41] - 685.7862670899984
[11, 36, 90, 41] - 687.2909844800007
[11, 36, 38, 94, 97] - 716.6063930617989
[11, 38, 90, 94, 97] - 711.0410966668019
[11, 36, 38, 90, 97] - 717.2210341493004
[11, 36, 38, 90, 94] - 757.7795104815002
[11, 36, 90, 94, 97] - 723.4919754701025
[23, 6] - 783.8978999999988
[57, 6, 41] - 730.4841049999995
[57, 38, 6] - 720.6916250000002
[57, 6, 97] - 731.898698
[57, 6, 94] - 754.7435239999995
[57, 36, 6] - 754.8356560000004
[57, 6, 90] - 756.0769779999996
[6, 90, 31] - 683.0076559999986
[2, 6] - 883.6352000000003
[104, 6] - 799.2282999999992
[6, 97, 120] - 678.3059790000001
[6, 94, 120] - 679.4650090000004
[36, 6, 120] - 681.7166800000002
[6, 90, 120] - 691.8123149999999
[1, 6, 97] - 692.4112579999992
[1, 6, 94] - 701.1822010000002
[1, 36, 6] - 700.4489920000012
[1, 6, 90] - 722.0923639999999
[88, 6, 94] - 695.1912500000011
[88, 36, 6] - 699.7947409999998
[88, 6, 90] - 699.4495410000002
[79, 6, 94] - 697.5253099999993
[79, 36, 6] - 701.0164260000012
[79, 6, 90] - 700.5324179999998
[56, 6, 94, 97] - 683.6069011200001
[56, 36, 6, 97] - 682.8761716199982
[56, 6, 90, 97] - 684.5780978
[56, 36, 6, 94] - 678.3273968300007
[56, 6, 90, 94] - 681.0649916200002
[56, 36, 6, 90] - 678.0833518599994
[24, 6, 97] - 803.6073090000018
[24, 6, 94] - 783.3878120000004
[24, 36, 6] - 778.3163749999986
[24, 6, 90] - 803.4915829999997
[6, 71, 97] - 740.8806570000007
[6, 71, 94] - 758.6821609999998
[36, 6, 71] - 761.4991430000001
[6, 90, 71] - 785.9192609999999
[67, 38, 6] - 696.6707320000003
[67, 6, 97] - 794.1329029999994
[67, 6, 94] - 808.169520000001
[67, 36, 6] - 811.2871690000004
[67, 6, 90] - 838.5584070000001
[38, 6, 41] - 814.0217410000009
[6, 94, 41, 97] - 720.1594978800006
[36, 6, 41, 97] - 719.5462409400002
[6, 90, 41, 97] - 736.5534728999986
[36, 6, 94, 41] - 755.241491
[6, 90, 94, 41] - 759.0261468099987
[36, 6, 90, 41] - 755.6073587500008
[38, 6, 94, 97] - 791.5331015500016
[36, 38, 6, 97] - 797.6266693500004
[38, 6, 90, 97] - 812.6064584000006
[36, 38, 6, 94] - 827.4084896700014
[38, 6, 90, 94] - 829.8094664899984
[36, 38, 6, 90] - 833.9484143000004
[36, 6, 90, 94, 97] - 739.0202327179979
[55, 23] - 710.0758000000002
[23, 57, 31] - 772.4019700000001
[23, 57, 104, 41] - 674.3167574299997
[23, 57, 104, 94] - 703.0161396999991
[23, 57, 36, 104] - 705.1145222899997
[23, 57, 104, 90] - 704.1817113499998
[1, 23, 57] - 775.9629400000007
[56, 23, 57] - 890.0546950000012
[23, 57, 71] - 882.8457970000012
[67, 23, 57] - 878.2726650000001
[23, 57, 94, 41] - 674.9808113800016
[23, 57, 36, 41] - 677.5981721100019
[23, 57, 90, 41] - 675.7755307099983
[23, 57, 38] - 890.5540870000017
[23, 57, 97] - 891.3510529999998
[23, 57, 36, 94] - 707.973703640001
[23, 57, 90, 94] - 706.3135297
[23, 57, 36, 90] - 708.0407540000008
[23, 104, 31] - 773.9039039999994
[1, 23, 31] - 815.8933429999988
[56, 23, 31] - 724.0969129999988
[23, 71, 31] - 854.7289930000013
[67, 23, 31] - 855.1686850000004
[23, 41, 31] - 859.7747240000009
[23, 38, 31] - 844.8609279999993
[23, 97, 31] - 728.5976970000007
[23, 94, 31] - 850.8439940000003
[23, 36, 31] - 859.5030349999993
[23, 90, 31] - 855.6969379999981
[23, 38, 5] - 673.6641769999998
[23, 5, 94] - 685.0737249999991
[23, 36, 5] - 693.1728319999991
[23, 5, 90] - 687.5278610000014
[23, 1, 104, 71] - 748.3249711900004
[67, 23, 1, 104] - 806.5266391199979
[23, 1, 104, 41] - 779.7686874700012
[23, 1, 38, 104] - 774.7038024000009
[23, 1, 104, 97] - 791.904531730001
[23, 1, 104, 94] - 804.7402970599993
[23, 1, 36, 104] - 814.9103062399988
[23, 1, 104, 90] - 808.7009460900011
[88, 23, 104] - 857.7139790000001
[23, 79, 104] - 858.7442599999991
[56, 23, 104] - 891.1678009999982
[67, 23, 104, 71] - 882.9306308699993
[23, 104, 71, 41] - 797.7048336800012
[23, 38, 104, 71] - 872.7194129699999
[23, 104, 71, 97] - 867.0939305300009
[23, 36, 104, 71, 94] - 682.2421721562993
[23, 104, 90, 71, 94] - 678.3213162160998
[23, 36, 104, 90, 71] - 687.1582073986006
[23, 67, 104, 41] - 856.3252285100006
[23, 67, 104, 38, 94] - 697.8002250117988
[23, 67, 36, 104, 38] - 705.4506645757992
[23, 67, 104, 38, 90] - 702.5959174125
[23, 67, 104, 94, 97] - 689.9264983248004
[23, 67, 36, 104, 97] - 697.5500635667013
[23, 67, 104, 90, 97] - 694.8205324849018
[23, 67, 36, 104, 94] - 724.8109077631005
[23, 67, 104, 90, 94] - 721.5075041687007
[23, 67, 36, 104, 90] - 730.2583716142996
[23, 36, 104, 38, 41] - 677.8228941527999
[23, 104, 38, 90, 41] - 675.3389074172005
[23, 104, 41, 97] - 859.9659446499986
[23, 36, 104, 94, 41] - 676.3595887547002
[23, 104, 90, 94, 41] - 673.7762703444007
[23, 36, 104, 90, 41] - 680.6139989110003
[23, 104, 38, 94, 97] - 701.8605295909995
[23, 36, 104, 38, 97] - 709.2514721845014
[23, 104, 38, 90, 97] - 705.6073314205983
[23, 36, 104, 38, 94] - 736.3208926137979
[23, 104, 38, 90, 94] - 731.5709532514996
[23, 36, 104, 38, 90] - 740.5417911553996
[23, 36, 104, 94, 97] - 730.6183786096028
[23, 104, 90, 94, 97] - 726.6293756019007
[23, 36, 104, 90, 97] - 735.2111444212997
[23, 36, 104, 90, 94] - 762.0958783556988
[23, 120] - 741.5964999999985
[56, 23, 1] - 760.1179740000002
[67, 23, 1, 71] - 807.9276972699993
[23, 1, 71, 41] - 782.8588294300008
[23, 1, 38, 71] - 775.0818664399986
[23, 1, 71, 97] - 734.4138086899989
[23, 1, 71, 94] - 805.1845329200011
[23, 1, 36, 71] - 816.8711644699976
[23, 1, 90, 71] - 810.6333711099988
[23, 1, 67, 41] - 843.3435861399983
[23, 1, 67, 38] - 837.733980410002
[23, 1, 67, 97] - 792.1335731499988
[23, 1, 67, 94] - 864.2725563300005
[23, 1, 67, 36] - 877.7034882900008
[23, 1, 67, 90] - 869.2872980099987
[23, 1, 38, 41] - 839.8265778899993
[23, 1, 41, 97] - 763.8544407799999
[23, 1, 94, 41] - 837.1794509000001
[23, 1, 36, 41] - 850.4296871000013
[23, 1, 90, 41] - 842.0469598
[23, 1, 38, 97] - 758.6416167800018
[23, 1, 38, 94] - 831.5894644600008
[23, 1, 36, 38] - 844.8960173599999
[23, 1, 38, 90] - 835.7903201799979
[23, 1, 94, 97] - 790.1309613600013
[23, 1, 36, 97] - 799.9714483200004
[23, 1, 90, 97] - 792.5444156700017
[23, 1, 36, 94] - 874.6024214199996
[23, 1, 90, 94] - 865.3533574199993
[23, 1, 36, 90] - 879.3851482699993
[88, 23, 79] - 718.9596160000017
[88, 23, 71] - 758.3406290000003
[88, 67, 23] - 833.8188199999997
[88, 23, 41] - 747.3110569999993
[88, 23, 38] - 851.1842139999998
[88, 23, 97] - 807.7857379999994
[88, 23, 36, 94] - 677.0782200100007
[88, 23, 36, 90] - 679.3222811500012
[23, 79, 71] - 763.3705080000008
[67, 23, 79] - 835.9797709999998
[23, 79, 41] - 749.7979319999993
[23, 79, 38] - 860.514868999999
[23, 79, 97] - 807.9788319999984
[23, 79, 36, 94] - 677.7670856300005
[23, 79, 90, 94] - 676.9088969900002
[23, 79, 36, 90] - 684.8216109699991
[23, 56, 71] - 835.1200650000002
[67, 23, 56] - 828.1158190000002
[23, 56, 41] - 855.6141509999995
[23, 56, 38] - 847.769716
[23, 56, 97] - 888.5141019999998
[23, 56, 36, 94] - 673.816344310001
[23, 56, 90] - 891.4385789999994
[23, 67, 71, 41] - 834.8024801099976
[23, 67, 38, 71, 94] - 676.6058323367006
[23, 67, 36, 38, 71] - 686.0571754382003
[23, 67, 38, 90, 71] - 682.2075931563999
[23, 67, 71, 97] - 844.393084589998
[23, 67, 36, 71, 94] - 707.4583832533998
[23, 67, 90, 71, 94] - 702.7343897121004
[23, 67, 36, 90, 71] - 713.0708961330009
[23, 38, 71, 41] - 853.0047373499995
[23, 71, 41, 97] - 758.8544632000021
[23, 71, 94, 41] - 851.4482047099997
[23, 36, 71, 41] - 862.2758519600013
[23, 90, 71, 41] - 857.7109839900011
[23, 38, 71, 97] - 832.2847386000026
[23, 36, 38, 71, 94] - 697.9193277726004
[23, 38, 90, 71, 94] - 692.0498166583
[23, 36, 38, 90, 71] - 703.1021977464968
[23, 71, 94, 97] - 863.7224421299998
[23, 36, 71, 97] - 873.0770331800009
[23, 90, 71, 97] - 868.3139682199987
[23, 36, 90, 71, 94] - 726.6744829305003
[23, 67, 38, 94, 41] - 683.0018046052004
[23, 67, 36, 38, 41] - 690.6947089360998
[23, 67, 38, 90, 41] - 686.9792860542009
[23, 67, 41, 97] - 815.4799842700008
[23, 67, 36, 94, 41] - 688.8256723964989
[23, 67, 90, 94, 41] - 685.2521092023995
[23, 67, 36, 90, 41] - 693.2739866163997
[23, 67, 36, 38, 97] - 674.7096073654
[23, 67, 36, 38, 94] - 745.5331313605018
[23, 67, 38, 90, 94] - 740.2950907120992
[23, 67, 36, 38, 90] - 750.9750058357997
[23, 67, 36, 94, 97] - 695.5745757376001
[23, 67, 90, 94, 97] - 691.2533697333989
[23, 67, 36, 90, 97] - 699.3281985137984
[23, 67, 36, 90, 94] - 771.2471079516016
[23, 38, 41, 97] - 857.9116479500002
[23, 36, 38, 94, 41] - 719.5738232579012
[23, 38, 90, 94, 41] - 714.7438249792013
[23, 36, 38, 90, 41] - 723.5611763390026
[23, 94, 41, 97] - 857.6531731800012
[23, 36, 41, 97] - 865.3699341899998
[23, 90, 41, 97] - 860.6031050999992
[23, 36, 90, 94, 41] - 722.6394681619007
[23, 36, 38, 94, 97] - 706.5586259188003
[23, 38, 90, 94, 97] - 701.0693804634991
[23, 36, 38, 90, 97] - 709.4830248582983
[23, 36, 38, 90, 94] - 779.9417617327994
[23, 36, 90, 94, 97] - 732.8991680773012
[55, 57, 94] - 707.9907330000009
[55, 57, 36] - 708.9821310000008
[55, 57, 90] - 713.5769360000003
[55, 5, 94] - 682.5947759999982
[55, 36, 5] - 680.1326189999996
[55, 5, 90] - 713.1216309999993
[55, 2, 38] - 761.4532810000002
[55, 2, 97] - 755.7587819999999
[55, 2, 94] - 801.2298610000001
[55, 2, 36] - 797.4037920000005
[55, 2, 90] - 808.606918000001
[88, 55, 104] - 695.9513270000001
[55, 79, 104] - 700.2718329999994
[55, 67, 104] - 722.2966989999992
[55, 104, 94] - 693.0854469999998
[55, 36, 104] - 706.248776000001
[55, 104, 90] - 786.8572169999998
[55, 120] - 692.8907999999999
[55, 1, 90] - 700.1757510000001
[55, 88, 79] - 738.5426579999997
[55, 88, 67] - 699.5947330000008
[55, 88, 94] - 743.9620609999989
[55, 88, 36] - 761.1497189999999
[55, 88, 90] - 761.3421919999995
[55, 67, 79] - 716.670495
[55, 79, 94] - 794.5800739999997
[55, 79, 36] - 808.1974830000001
[55, 79, 90] - 811.047361000001
[55, 24, 41] - 763.8570990000012
[55, 24, 38] - 764.4791029999997
[55, 24, 97] - 813.860476000001
[55, 24, 94] - 873.0509749999995
[55, 24, 36] - 868.5217390000004
[55, 24, 90] - 962.608022
[55, 67, 71] - 694.3475400000012
[55, 90, 71] - 732.5838779999992
[55, 67, 38] - 715.8682840000017
[55, 67, 94] - 743.5921829999991
[55, 67, 36] - 760.0247660000001
[55, 67, 90] - 838.5897140000023
[55, 38, 41, 97] - 683.064459169998
[55, 38, 94, 41] - 739.0897961400005
[55, 36, 38, 41] - 735.9693278299993
[55, 38, 90, 41] - 802.2422712500011
[55, 90, 41, 97] - 682.3873130999986
[55, 36, 94, 41] - 821.3256887599995
[55, 90, 94, 41] - 828.7784587199995
[55, 36, 90, 41] - 829.7587643300012
[55, 38, 94, 97] - 792.1068400799988
[55, 36, 38, 97] - 796.9279038499991
[55, 38, 90, 97] - 855.6100172799997
[55, 36, 38, 90, 94] - 678.7656530780004
[55, 36, 94, 97] - 849.3867741400003
[55, 90, 94, 97] - 848.7641531100005
[55, 36, 90, 97] - 858.9441379400032
[57, 104, 31] - 776.6589949999989
[1, 57, 31] - 770.0589659999998
[56, 57, 31] - 724.0586709999998
[57, 71, 31] - 788.7669480000014
[67, 57, 31] - 788.9159309999999
[57, 41, 31] - 783.1966809999997
[57, 38, 31] - 770.0094189999992
[57, 97, 31] - 759.8456300000001
[57, 94, 31] - 809.3603019999997
[57, 36, 31] - 813.9244269999994
[57, 90, 31] - 809.3705800000021
[57, 5, 41] - 707.2656370000016
[57, 38, 5] - 752.5087239999991
[57, 5, 97] - 816.6642279999994
[57, 5, 94] - 826.4979180000004
[57, 36, 5] - 829.8315759999991
[57, 5, 90] - 829.8404370000015
[57, 2, 41] - 695.069381
[57, 2, 38] - 743.5434870000004
[57, 2, 97] - 756.8644650000002
[57, 2, 94] - 786.8273430000004
[57, 2, 36] - 783.5310419999979
[57, 2, 90] - 790.1409599999995
[1, 57, 104] - 780.9324559999985
[56, 57, 104] - 885.7278349999995
[67, 57, 104, 71] - 698.365846229999
[57, 104, 71, 97] - 689.2299564700007
[57, 104, 71, 94] - 717.4614450300016
[57, 36, 104, 71] - 722.7033999900003
[57, 104, 90, 71] - 722.1919673800003
[67, 57, 104, 97] - 686.9732698800004
[67, 57, 104, 94] - 716.43493389
[67, 57, 36, 104] - 722.2408366000011
[67, 57, 104, 90] - 721.8444793799997
[57, 38, 104, 41] - 674.2491821599997
[57, 104, 94, 41] - 674.4578501800004
[57, 36, 104, 41] - 679.082535749999
[57, 104, 90, 41] - 677.3628044900005
[57, 104, 38, 94] - 699.7550550700014
[57, 36, 104, 38] - 705.362003879999
[57, 104, 38, 90] - 702.7505642199995
[57, 104, 94, 97] - 730.2771934899996
[57, 36, 104, 97] - 735.47739503
[57, 104, 90, 97] - 733.6375006399992
[57, 36, 104, 94] - 769.6287973100001
[57, 104, 90, 94] - 768.9359080799993
[57, 36, 104, 90] - 775.1397755699994
[57, 41, 120] - 733.3548419999989
[57, 38, 120] - 750.2262299999995
[57, 97, 120] - 808.9640110000016
[57, 94, 120] - 849.995304
[57, 36, 120] - 849.8438679999992
[57, 90, 120] - 847.9763310000002
[56, 1, 57] - 761.5127350000018
[1, 57, 71] - 795.855693
[67, 1, 57] - 792.0094730000008
[1, 57, 41] - 747.6725650000006
[1, 57, 38] - 737.7124270000011
[1, 57, 97] - 793.5674860000004
[1, 57, 94] - 815.6926749999986
[1, 57, 36] - 822.2244809999997
[1, 57, 90] - 814.9884630000003
[88, 57] - 709.7835999999994
[79, 57] - 744.8294999999989
[56, 57, 71] - 833.0723800000025
[67, 56, 57] - 828.0298719999993
[56, 57, 41] - 851.9077090000002
[56, 57, 38] - 844.0747109999991
[56, 57, 97] - 887.1840629999998
[56, 57, 94] - 890.9020479999998
[56, 57, 36] - 892.6490080000008
[56, 57, 90] - 887.996074000001
[24, 57] - 885.5001000000003
[67, 57, 71, 97] - 674.8688948599998
[67, 57, 71, 94] - 703.0879238599993
[67, 57, 36, 71] - 707.9172619199996
[67, 57, 90, 71] - 706.87454282
[57, 71, 41] - 840.3197440000013
[57, 38, 71] - 868.1909479999994
[57, 71, 94, 97] - 699.0897029700005
[57, 36, 71, 97] - 703.5046136199987
[57, 90, 71, 97] - 701.2472455000002
[57, 36, 71, 94] - 732.7686615399998
[57, 90, 71, 94] - 731.3024135000005
[57, 36, 90, 71] - 736.6493449100007
[67, 57, 41] - 841.9732019999998
[67, 57, 38] - 870.533523999999
[67, 57, 94, 97] - 699.4959730300001
[67, 57, 36, 97] - 704.0229634000007
[67, 57, 90, 97] - 701.1737655200012
[67, 57, 36, 94] - 733.6506418299996
[67, 57, 90, 94] - 732.7276274299973
[67, 57, 36, 90] - 737.7222005499985
[57, 38, 94, 41, 97] - 783.0260854948998
[57, 36, 38, 41, 97] - 783.7443734188987
[57, 38, 90, 41, 97] - 782.3757372312994
[57, 36, 38, 94, 41] - 811.9932480714016
[57, 38, 90, 94, 41] - 811.253872420998
[57, 36, 38, 90, 41] - 813.3308221202009
[57, 36, 94, 41, 97] - 785.6791050084013
[57, 90, 94, 41, 97] - 784.3768747493016
